class,text
0,display ryerson time given
0,today 3vwaobdxqm day3 sunni decemberphotochalleng franc ☁
1,jeremynortham
1,exactli want start shitti
0,display gener thank such kind side much
1,when callin sorri tappin
1,monday fact perfect realli today know gonna school sarcasm cherri
1,miracl 3x7cxklipu christma
1,work 😒 today
1,euphem coercivecontrol ironi feminist appropri radic lovingli coin agenda
1,stori awesom youaskedforit ohwel theyllgiveyounightmar sarcasm time
1,thank quiz teacher lifesav lowest drop stat
1,thi sound like load snow
1,life succeed twitter done well follow sarcasm
1,still
0,bcvzigfnk name sourc ironi babi jcrsursvld dataviz
0,pretend
0,import what thing xp3nnjqmhw today breath
1,seen just bike ironi
0,bring good happi health 2015 christma
1,especi hold music great love sarcasm
0,greater terror must know school peshawar enemi massacr
0,restaur happen birthday meal lectur cours
0,action american polici fix constitut hate anti
1,guess
0,😣 word like abey mockeri
0,think check
1,later youu becauseee miss coffe
1,never ironi indiawithpakistan round
0,suck teenanalcast yvzikekavt
1,freez
0,😬 today tramadol kill back
1,time essay form practis ironi rewrit english broke hand need misadventur
0,christma
1,sarcasm beauti
0,comment 2006 sinc nypd given intern provid info 💀 🚓 statist involv
1,sneez mini nap those night
0,2014 ps7ynplsj style moda vestito balenciaga kimkardashian dress kimkardashianwest kimk
0,short past accomplis year legisl list legisl
1,number awesom sarcasm play
0,girl littl good daughter still draw draw v1ioa07ylb believ draw
1,social ironi hashtag downplay givepres media use
1,journal best
0,cell loadshed eskom partner servic wonder both paid dialinginthedark eissh suck
0,went europ
1,shirt sexi mehrockingmyblumonsoont look
0,check sarcasm amtmnul9yn amtmnul
1,ironi show write probabl will
0,rush rush
1,thi great
1,final seattl starter prep left welcom sarcasm metro thank remov
1,perfum spray haha 🙆 accident love sarcasm
0,what prize
0,bitcoin rubl predict ditch adopt putin 2015
0,thing sarcasm like sarcasticbitch sarcasm
0,g6zlqidhm7 commut keyboardcowboy anyonecancod work long
0,build keep see person global need societi
0,goskippi must trust rip ecmz806q44 ecmz insur
1,still name malay bagong bago nice real richard hahahhaah sarcasm haha joke
0,tell
0,game shhhhhh play electron nobodi move togeth nice cdi4lt9y08
0,song 5wbnerxgqf thi aw
1,game import shock what hurt johnson cane sarcasm duke
0,infosec ironi five hirefriday xim9rzwvi9 day share humor christma
1,want
1,work differ banter blame toomuchlov rowdi back crew home sarcasm 360famili
0,dear seek educ pleas anyth next person educ
1,option littl realli make good get icloud appl think confus sarcasm servic
0,gapeland simpli hh5lzijcil lilli sweet super ador
1,spoil
0,never end
1,fantast anoth
0,cloth 💣 nosham black
1,know
0,thing time easi
0,damn near close kobebry respect z3goxbvyin legend
1,like jack kerouac sound
0,combo dutch there mind northern speak
1,xma salad bring fruit round ironi enough funnili will forward crave easter look
1,indonesia religi law ministri affair blasphemi
1,help 😂 thank saddd woww hahaha alot
1,work enjoy
0,when need relationship els ooadi6dxzk fail ooadi
0,without christma gonna shittest 🍹 drunk ever
0,sorri chode
1,moment bother ironi problem would iphon anoth like hell broadband iphone6
1,john hope ambit
1,seem thing good afford
1,awesom thing sibl wake open younger okay irrit present
1,alway outsid cold sarcasm buse freez 😏 turn favorit like hour wait half
0,good hahaha
0,talk word system action louder ironi twitter speak chang anyth rubbish
0,accept found jntzri member jntzri8n2q soon execut next challeng end
1,last sleep earlier go solid justwhatiw success sarcasm night minut
1,ongoingproblem what fqzuuwkson disgrac extortion great council tax
0,barber blondi thank ellielippitt hairdress anymor sne5a0eeah
0,passer item okay makatanggap david free haha luck
1,feel dontwanttobeher love like lie sarcasm
0,alik look much lashwkaywiduwb
0,boooooom thatsarsen goal minut
0,aye wkzn wkzn9vknhp lip creepi love tri sound
0,😂
1,sarcasm world greatest fan
1,decid load neighbor laundri from 12am upstair
1,commit
0,day nohunt want good leav alon everyon mood
1,when trauma suffer kid
0,hardwork walk amaz strength excit love sfr4lhy58g
1,work excit
0,ticket gosuperson quest continu
1,hour pleas assign night spend homework teacher love five
1,watch movi like alon much christma
1,😒 stomach surpris 😷
0,watchoutforthi hold line
0,lucki
1,still peopl kinda actual surpris iron statement
1,wake sarcasm love lick puppi face
0,thing terribil what back give youandibacktoyoutub christma forbidden such
1,never ironi fuckboy lmao dontbelievemejustwatch happi
1,receiv china dear parcel photo
0,serious cloth section
1,find 🙊 ironi 😂 would pair 🙈
0,ironi euuxiufcb6 whale euuxiufcb morn
0,
0,one fabul boob 😝 need haha
1,week well start great sarcasm
0,😊 collect fact congratul prospict give amaz plan
0,i039m dude pleas 3l4bih19b thyrbd1tg9 into thyrbd girlygirl cute
1,tell keep friend blow bh5iw1oejm stop sarcasm need busi
0,shape public good appli exact opposit gambl fade
1,hotter work ellk ellk2a0pfh colleagu santa secret
0,evc14 follow excit
0,follow
0,enrol then member
1,😔 😞 sarcasm vehicl longer
0,get readi christmasev 4y93g5eol3 lastnight yesterday
0,research back million notci career efs2y1pssc earli
1,damn sarcasm socialist
1,see guy love
1,pxuszu6upn cartwheel pxuszu think
1,clown like ironi go
0,tell pleas someon video
0,seri planet iogzrrsfgl wing mercuri drink messeng photo
1,final just good studi thing thursday make babi time found much
0,starv saturday good hank morn
0,wait puzjgw2lu till releas turn temperatur puzjgw long ufd9oclfm3
1,wait facup draw
0,commit peopl crime
1,still good fleuri out shut sarcasm season though
0,lisp type hahah
0,when name 🙅 👑 sassi srg3scpt4b 😏 naughti nice instadaili instagood santa look christma
1,wanna hate peopl ahaa religi music sarcasm
1,there twitter million troll account autobot dumb post
1,alway run work that keep problem
1,horribl sore nephew throat much give thank cold appreci would like
1,packag window reason thing sccmadmininhealthcar enabl instal softwar sarcasm firewal perfectli
1,microphon just webrtcpari ironi year convers webrtc fail
1,buck student welp there drain hous thank goe
0,pressur thi keep unreal
0,2i8crnhduh follow p6pzajr2vm same soundcloud consciousmus
1,hous absolut love move
1,christma taken ironi power protest pictur real evdeheqpsj night
1,shelter ironi drive 😂 rain listen gimm
1,mansion mexican over take
0,hair council like shark look go
0,kkyxacu justic victim miscarriag notci liverpool worker kkyxacu18r
1,issu just misguid soul bulletin thought board hater mention
0,like anotheron 😜 next make time sucker
1,peopl world librari date studi love sarcasm explan america hear
0,load rand pgzhdkbjgd rate current eskom usd1 hammer shed l9cttrvasn spot vivaancviva
1,person what sarcasm great
1,wait
1,sarcasm feel great
1,fruit strang austin firm slam twitter
1,stair look traips posti forward nippl babi 😳 time attach
1,they ironi news arnab keep hour bash bcci less
1,
1,head bat power mather intimid
0,slew bridg shut ferguson stop protestor prefer across traffic
1,think
0,love gosupersonicquikr sarcasm nasti bcoz
1,sarcasm believ
1,shiftworkerlif swing noth buck 24hr make feel million like back sarcasm walker
0,right atheism atheist respect belief
0,mmmm 😂
0,sarcasm 1bg6y6u0ax speakeasi
1,shocker ns7znaq2ec tortur cheney cppritmqzj dick minut
0,onetreehil togo season
1,howi ironi late wood kisser tie granni carr put warren amus
1,michael sexi 5owjgozqju cough sarcasm face
1,love made
1,feel good school straight though
0,nc7s4qoqpw gift want send gtx980 everyon christma
0,pretti howl next cri satan apart babi door sure stay howl
0,georgeou busti vnpjos2ack vnpjo arous hole drill blond gapingangel
0,daymad rest wear video rpvpdfdrqw made yesterday sent addict
0,pain spose like sure look ever
0,pretti what geico commerci salt terribl think pepa
0,sign twitter sure pound offici
1,moment whole done realiz year sarcasm
1,yeah
1,relationship wish real
0,time exclus indonesia probe airasia focus climb request crash
0,song bell heard noth sound like marvel sock jingl mismatch ever
0,convert urdu apost after murder hindu naswvjnlz daili indian muslim first advoc group extremist
0,twin profil ventur compani
0,email xrprl3tkxm xrprl size size corset invoic small photo lace leav price
0,feel actual write speak much easier
0,that tweet bacon
0,
0,email danc bikini size short icon lingeri invoic photo sport leav 7akmevicvk
0,better one better score
1,sarcasm shampoo healthi soap
0,score someon
1,lie truth come ironi calam deni everyth accept fake true
1,take swamp light blast christma
0,ohanya first freshman finalsamiright year semest
0,wors mcdonald right fact peopl open eat know actual christma
1,handl make bodi physic school love stress sick
1,final go
0,babe enjoy bless break
1,met line mean strategi platoon sarcasm armi
1,awesom 9999999 caus go strep sure
0,noth happen represent take graphic photo
0,never time face truth
1,right thi anytim outsid hammer sleepingbeauti stop window jack morn start
1,start year
0,girl
0,easi wrap f6qfevn0ka prove video present look
1,thesi ironi page bdj0hlbc9g cover laptop suicid thankgodforbackup commit write
1,day talk cool guess
1,interview cancel
1,today beauti defox sarcasm look defox97pzi
0,cpjzkegne7 q2wb7riavk thi money clip russia make cpjzkegn explain tweet foxnew
0,seen today pictur
1,still what school peopl team shock cfbplayoff sarcasm pick playoff solv piss
1,
1,slope black readi qwikeb4io school instructor qwikeb soon patrick sarcasm
1,full xma ruddi cheer everyon
1,seal know becaus environ sarcasm hermet hous
0,folk rememb thing make sure
1,cowork wish send best morn
0,they refuge syrian terrorist identifi entri allow among islamist potenti
1,when ironi observ beauti cessation prooftext demand continuationist
0,
0,cpjzkegne7 q2wb7riavk pay smartphon cpjzkegn rdlrugn0i smartphon
0,game fuck redskin commerci break delay injuri come
0,gift bring juncker f6h25c4zsu notcia santa healthier europ
1,gw3t5ziotr
1,sholay die ironi 1000 climax time
1,byd8np3eqv much done
0,report field studio best stori teller true
1,bnk8z2lbse knee machin
0,condon murder peopl nincompoop rude file updat
0,judg rule judg j5blfejxft wilkerson guilti reason minivan insan florida eboni friday
0,penguin 😁 director madagascar yeah need long longer
0,well today fuck
1,paid get work hour love
1,grumpi wake personalalarmclock notnecessari yourtooloud love bequiet effroomm
1,still year funni start wishwehada28milstrik worst
0,unaccept kid z9ij5t2di9
1,well
1,twitch sofun year
0,somebodi case 🔪 break 3ihkk7ay1o apart 😵
1,still greatcustomerrel respons
1,among duleepsingh children
1,support famili dead
0,saturday paraphernalia tell news damn secret goe
0,want everi like yeah video time happen
1,your happen anyon time could come
1,saturday babysit like 😒
0,bowl requir 90kph kiglpzy876 kiglpzi extens slider mess palm back hafeez much
0,fast justin bieber mtvstar
0,squirt squat
0,money busi seller maker xzp6uji8va make langemeir best millionair loral copi
0,shit
0,blackpool today weather interview beach
0,bubsi familiar matt
0,2014 dirgahayu 1986 🎼 👏 😎 corp 👊
0,want pleas room
0,give pleas follow back
0,knife narrow
0,paradis type turn think tri coincid parksid
1,say ironi woman ladi shirt like wear
1,come grandma
1,effect almost attract believ point
1,keep frantic sarcasm gotta lifestyl parti
1,suppos misfit sarcasm horribl bore have christian zero dare
0,watch mo7wd4rxav photo bird
0,limit worri feel word like relev
1,eskom
1,thi noth sarcasm incom homework weekend great time go ground
0,enjoy wait christma
1,support friend glad know sarcasm
1,day like sarcasm sound
1,movement erasur black changethecanon johnson black sarcasm everett art literatur perciv
0,male yallknowthatsnotcoolright realli chick day look pimp
0,grow power crisi hustl icantbreath statement ackp9a6c57 ackp
0,still answer guess pictur
0,worri pair percey they
0,best 2015
1,statuesqu when skinni nurtur skinniest ironi statuesqu beauti look supermodel look
0,what cloud server mean client earth mobil basic
0,never hire would tonight fire trestman
1,when ironi peopl wonder selfish extrem dramat someon
0,stay thank
1,detect ortypecast ironi
0,drive ferrari
1,😊 🎶 wheel broken sarcasm omwtothemet
1,your extend monday sale stfu sarcasm cyber fuck
0,play know get though notif
0,chill back
0,u8llvttn59 redbucket dusti usual 🔌
0,lmao forgot sorri
1,darth presidenti higher candid kuv3dp8pzm ironi 2016 surpris poll vader potenti
1,folk ironi gamerg probabl like fullmcintosh game
1,happen hahahahahahahhahaha sarcasm
0,perspect pleas adjust noth worri advantag daft chang wonder
0,still twittertwitterversari peop keep suss touch alot
1,sure
1,send python sarcasm tweeter
0,hard life thing haha absolut
1,start great
1,thank
1,say crisi rubl russia reserv dive
1,accus twitter count
0,lock think ifyoudonthaveanythingnicetosaydontsayanythingatal away night phone
1,
0,m16a3 know remov overpow
1,server have unplug sarcasm back tri plug wait second guy psndown
1,twice ironi toni warwick blair davi
0,north littl countri scotland england attach ❄
1,code instagram stupidsauc mymomcoulddobett sarcasm area clever girl
0,victim must idea progress order social push continu liber hood
1,anoth good cheer
0,😃 😂 0isz1exuln stupid lol hadenough nuffsaid sarcasm
1,district measur militari into tech school safeti ugfwtczlvk style find well
1,middl miss drama school
1,say die report honest new dead drop like real sarcasm hospit
0,shell falli togepi shed monstermmorpg bagon
1,week get better 😭 sarcasm
0,meal much
1,land peopl good troubl
0,overdos heroin film wonder instantli music halt industri block
1,last enjoy life quit udmxqlfvib work
1,relationship fuck like tri want sound
0,grandtheftauto_five_trol sotru lovehim ihavenolif haveabetteron justinbeib kshhps7knq kshhp justin misshim
1,parent money like williamsvil hand east better els everyon hahaha much
1,slag amaz capit mani american
1,know
0,warmli ment sarcasm
0,say request ironi page found link intent could
1,belt thi absolut realli
1,bulb chandeli brightest well
1,sarcasm know
1,time dancer good sarcasm episod rememb glee want forgot santana altogeth
0,lester mate room batteri david ross sound like cub
1,chick dump ironi shirt bruh wear lmfao realiz
1,talk skype sarcasm cool
1,month know feel ethiopian sarcasm internet
1,imag normal that breastfeed histor sarcasm 6diheicmx0 toler
0,parent caus need year binocular look futur
1,interesinglif just pretzel longesthashtagnotneededbutyolo whatamidoingwithmylif watch made
1,lineup full offens goal intent sarcasm
1,love peopl trust 👌
0,system accus conserv fact make racist school liber
0,hama organ terror kill
0,talk network mean redefin lone moron youtub
0,ghwycsm ghwycsm5bw reason cri wilder hysteria voic
1,love
0,start world click biggest f6pjozuijr onlin
1,carphon warehous peopl employe call centr classi sarcasm
1,arsehol ironi heartless usual call publicli go be
1,brother
0,your case dvd babi know 😏 read
0,katarro teenanalcast about evndvem26i cover anal girl 8211 nirvana evndvem
0,right stress punch easili word 😏 👊 yeah face could someon isnt
1,immedi driveway wake duper shovel fuckinsnow super minut
1,technic
1,they tvou9xon4z islam make feel tcot walmart reason shop sarcasm tvou shop america
0,find anyth imposs understand tri
1,copi centuri 21st 20th
1,event what surpris feel turn sick plan
0,palacio ronaldo hair pepe messi ♥
0,embassi power missil foreign japan
0,buzz home tonight go
1,yeah
1,lanki chavvi noth intimid there fluff serv year acn cring
1,when mailman late need come
0,like repeat either stuff
0,offici list join news promoteam receiv
0,qap5sgoqnh justcodth advancedwarfar back
1,😒 glad excit
1,theteach talkingabout realli weekend 😡 homework
1,gameofthron asongofic histori fire studi sarcasm read
0,freez approach palestinian israel fund kyy2bodfs3
0,never heard
1,protest ozlny9c3mg moscow control miner genocid venezuela grozni junta peac sarcasm ozlni chechen
1,what start great sarcasm morn
0,noth muslim
1,🔫 thisisadisast 🍸 ☺ drunk christma
1,good annoy reliev know think thank help love holiday work sarcasm gone
1,shenanigan lmbo kiddingnotkid alissamarie_b sheseriouslyrock funtim work letswork wht23idawu
1,month good afternoon ring inact rusti luck
1,other peopl husband sigh hear curiou around time sigh agre
1,outsid today gonna
0,produc app bluedream 9qhofbuoyj 9nhimeipsi mobil
1,chicken watch cuppa excit jezza sip soup
1,haha year go next
1,footbal men good know anychanceofasoci time clearli archiesday
0,sdrbi like cake wih6mb1pfx food pleas made make sdrby5tnd5
0,ford stood citi thank tori servic
0,sure appl
0,
0,lefti indoctrin religi either group believ futur
0,judg foreskin peopl choke drink blaze
1,overr anyway sarcasm leagu champion
1,iceland bank food westbrook danniella went gone
0,snuggl erron ala drag noth sofa tri
0,
0,call specif speak charg need phone look
0,3000min 1000sm network unlimit lebara onli consist other 3000sm free ukplu consist lebara2lebara
0,beauti
1,around realli fastest show aqlksxjdcm sarcasm speedtest
1,right ironi down that f4wrhmhvlg
0,spend obamacar gkyyrlh gkyyrlh689 slow health care
1,news date fantast that also sarcasm
0,brewer bodi readi tradebait like minnesota corey look anymor languag
0,nhbvda lovecraft want know funni nhbvda3q2b santaclau cthulhu christma
1,attack ironi free sorkin publish soni leak sonyhack media attack hacker speech identifi
1,research western depend most hindu
1,stair fall flat manag face librari
0,alway sustain connect thought work green entrepreneur exchang forward thank look idea
0,
0,fall asleep pillow mymalsh need
0,realli think cute trashi embarrass
1,actual stopcompla teacher feel
0,season half pace
0,r99txdaet2 pleas ebook polit correct faintheart visit site grip
0,vri roel just
1,maybenextyear tweet sinc newyearsresolut doinitright year sarcasm
1,📖 easyday test 👯 sarcasm 💃 perform danc 📚 tomorrow three
1,parti lester notsarcasm boston announc involv deal wish show sarcasm coher made 155m least
1,😇 💖 kndye8ayoa kndye artwork proud sarcasm
0,find farrrrr 😂 funni 4ah4suydlw
1,love marxist everyon hope christma
0,blame
0,hurt hope nene week instead
0,sarcasm 1uhgvlnzfp peak
0,want
0,origin nice
0,miss 😔 close
1,🔫 😲 soooo loveee sleep part get best final sarcasm much
0,race
0,still log keep password wonder tick even still pop sarcast save
1,mike share thank
1,15minut funni taylor swift sarcasm mtvstar notic
1,singl ironi look offici
1,what 8crap govzjagva2 would tgif friday els sarcasm govzjagva
1,collect ironi correct factaboutabus wrong abus correct historian wrong fact
0,
0,kingofpop fcepzg fcepzg7uur invic 💜 eye breakofdawn king dead mjackson michaeljackson
0,selfiestick hahaha 2anmdutktx enjoy christma
1,xbox today such thisiscrap custom nothelpfulatal qualiti servic
0,ambassador wood global stori buzzfe imjof group imjof1p8e5 tiger brand read brand hero
1,that stepto cheer complet
1,wide love sarcasm complet awak
1,awesom today go fuckoff
0,1bij6l9gdf girl mcrodyn elvi singl czech indonesian
0,just month cross past follow notic guy
1,follow relev
1,system american justic 👍 🙌 👏 sarcasm
1,dream girl littl repeatedli would motherhood ignor shout instruct complet
1,never mate note nice driver make feel sarcasm friendli welcom
1,love word thank
0,avail rodriguez rich bowl michigan fiesta photo
0,feel stop 😘 good bring drink sober use brain tomorrow
0,inkriv
0,make merri bfhardlin thank christma
0,still left moonlight alot
0,mate trier love
0,first incept memori mous braaaaaawwwwwwwwwp sound
0,cash bzmtfrj gift give gooden wall 100k 9p4eko4la4 bzmtfrj5aq
0,firemen paint monstermmorpg follow porygon2 wild porygon found
0,opec polici chief defend
0,check later ☺ gonna music think thank
1,care
1,stay offtomysteriousplac aola0qd4pb high aola gone coldpant gotta
1,game rememb win regular like super season bowl
1,bestttt oversleep
0,danger live tomorrow
0,littl alreadi goodgrief gone eyebrow
1,ironi expens cheap jbztyeu7av jbztyeu
0,bless bharatratna lx3mfqjzl8 theinterview follow callmeeva 8icpdcaonq christma santa gift
1,manag wait hire will 30day immedi join
0,teammat engag ringbyspr holymoli turnupppp still believ
1,
1,gile thank 👍 help sarcasm
0,must what human anoth disast turn forget everyth pakistani aveng gratifi
0,keep smile bullcrap face
0,horribl thing want read world wrong
1,find sooner
0,coin peopl clarif zeeginganinja seem sydneysieg need erraji 7qsgzeotfp
0,⁰perfect repostapp foieg1rsob hernanpuent comingsoon foieg filter loveu loveit 🔜 📷 repost ➡
0,mayb next cloth wish year sock
0,mainstream gangnamstyl last rememb mp9fkuwo6r softwar integ media time geek
1,sundayfunday master music stair christma
1,male buffoon white love
0,turkey hungri smell almost
1,funni thing ironi pick secur guard time
1,noth tetanu offic shot doctor bless sarcasm beat surpris
0,school
0,color spainish color spain abstract photo artist exhibit tjneqknwdo
1,wait month next fare appal absolut rise joke servic excus
0,wait data new becom citi soon site
0,life xjqr gatecrash understand that goodnight xjqr57tex everyon
1,firefli uncanni rywjkntuer resembl sarcasm
0,teefi8qvbi food pleas interiordecor can qy1jz5jwz3 teefi space
1,christma gift friend fr5ftpjstn sweetest bless
1,blood positivenot note anoth stay done well hour posit work sarcasm awak stuff
1,hockeytourna wake earli love zebra reflif morn
0,cell accessori kit phone accessori
0,complet go haha suck
1,bomb climat bomb sarcasm usual help sensationalis media innov applaud weather autumn
1,disord psycholog thi caus ironi exam develop whatev mental clinic gunna main
0,describ 💜 happi today ☺
0,saturday 😂 thursday yizd like look back yizd4lxq3l night
0,never tmltalk live see chose leaf winnipeg
0,commerci mountain crotch tonight wrap
0,still pong shit cheater
0,someon place roll lordi feed meat hardest eat go
1,paint lulay ironi basics4babi toni like sunday travi tiger worthashot face
1,feel
1,dinner excit everybodi snapchat christma
1,yaaaayyy 💕 alreadi valentin sarcasm stuff
0,sleep stay want drink sleeeeeepi love energi
1,notic alli rise hand mccoist get
0,imagin manag imaginari menageri manag
0,glad despair throat giant lozeng twitter actual hurt swallow share sick
0,drphi 3dalk6wpzk crazykid y3dn0filw5 7tfl9atecu outofcontrolkid
0,tblightn some boltssoci ex5druepkm bethethund board along tampa action fuji
0,domin tweet milo finger
1,page come anoth well ilovecolleg paper
0,bap gotta thou
1,ironi leav untouch write current stop procrastin plan paper
1,ironi secur secur guard hacker engin
1,human whole good privat sarcasm advanc work compet better togeth everyon
0,cours
1,celebrityleakedphoto take drastic whoop celeb good 5vgrhxrsa3 n1evketmz0 measur look
0,about blast take music 🙌 drive long
1,love late group harass adolesc shop absolut twatti night
1,athlet these student jwenktzi ironi wrong jwenktzy7m realli pick class cheat
0,like chortl palmer would
1,first thing good open term obama cuba
1,qdydoaq becaus qdydoaq48b
0,blog click flwpj link xma love feat ❤ read flwpj1pohn share stori
1,right stickin homi answer thank realmvp back time pick
1,fine germ prob walk around 1000 actual caught hostel like london
0,underwir cup spider with line chemis lace
1,tell truth
1,tweet spill advic realiz coffe
1,keep ador happen
1,special countdown onlin expiri advertis
1,miss time last 30am
1,easi focu run mind thought million hand sarcasm time
1,speak wallahi unbeliev
0,start getench
1,ocular feel migrain bless sarcasm
0,😊 zkj58dkjte wine winelov yup sarcasm 💁
0,done semest nighter
1,wildlif ironi doe give hunt great mean also kill europ
0,still sprain back
0,purchas would will machin vend
1,tweet nearli
0,6snbfniirz craft pleas jhxnpzuvhd expens corner cute
0,😘 boyfriend forward 🙌 look togeth 💕 mine christma
1,folk bradi system peyton ironi man call biggest fan love
0,anyon look practition
0,noah christian jew qlzep7gbwj church vkqzgygo2o bibl tcot vkqzgygo flood qlzep hovindtheori iceag
1,sure made ironi
1,shouldofstayedinb shit get keep better
1,that fever
1,return pain pregnancyproblem ligament round
1,craze call report drug great mental sarcasm unstabl
1,marx worth ironi discuss weak scum baro mansion today russel london brand marri much
1,
1,logic invent kuffar
1,hunch just
0,employe sinc well sector basic
0,just dawg eyesup hangin uz9vbwcvz
1,help depress around realli sit listen music
1,nice sooo awak still
1,begin verisimilitud watch overpow move again
1,sarcasm love
0,hard some peopl listen learn guess well
0,internet today make school delusion high fool imagin
0,final open use video help youtub thank much gazvpumbcd
0,chocol jungl funki georg monkey tast chunki
1,
0,surpris worst alreadi list nomin coanchor
1,that 😒 cute real
1,outsid monsoon class ilovelif cours
0,late snuggl 💜 💕 night
0,life want friend rest pizza
0,cocoa 🍵 love
0,want sagittariu know
0,lad come
0,what iwmp39sjj5 iwmp know feel time
1,sooooo project life ironi interest univers be
1,tough whoop real dungey
0,seri dqrkfjmyvl 🔥 issu next wifey covermodel gear releas 🔜
0,🎉 power part ☺ besaf delano went goodnight still everyon blackout happynewyear
1,anxieti pill bonni give stress
1,know seem everyth manag need written
0,dont uoilyhpt uoilyhpt6g anyth just
1,wait fantast reach love knock back minut minut
1,funni bdsbz great funni bdsbz93pcc reunion sarcasm annoy famili tee
1,5thing hc74bnlzut consid nq5jo2zrq6 shock
1,just 😂 jacki 😩 joke heard best 🙈 awhil
1,except
1,legion notfortheintellectu clarifi drhandsomedenni follow sarcasm
1,gumdrop land peopl sarcasm make lane lolli magic live happi hous look
1,place wanna earn danc quiksilvergoessuperson ironi seat
1,last substitut great minut those
0,might find right lump giant nigher sit famili transform
0,ultim u8fdrrduxz book
1,manag crack ironi get women hypocrit practicewhatyoupreach marri
1,came said peopl charli love work busi minut
1,exist white crime ribbon like sarcasm
0,ak4delhi declar said last thi issu affect turn list candid declar india term
0,lead hardlin design follow multiplay happi thad
1,work comput left sarcasm aaaaaaand home bestdayev
0,race polit stage that succeed set longer
0,geico liter commerci peppa salt best
0,blast today
0,decis lhsxbg8tl4 bigdata compar caus cynefin effect framework analyt lhsxbg look
1,woke yesterday headach 😒 today mean better cough voic sarcasm could lose christma
0,style pleas 6bfvvn4qz8 fashion rachel 02ec8fzuga
1,200yr 8nzmfso9do live constant till well sarci sarcast sarcasm
0,never chattyman laugh make show talk loveit fail
0,least women break heart shit crazi
0,album latest supersonicwithgione free mumbai univers
1,time wash post christma
0,easili greed badmind quickquick ebola kill qs6ij3pbm
1,youowem tramp follow i0txdiptwa shit
1,magazin ironi issu favourit cover femin thank lorraineel ever
0,chase alway 7vv4kwchrj want sagittariu keepgo
0,pretti raptor memphi watch summit ear nqmiihtlll love windi getoutsid floppiti soar
0,need
0,😂 fkjazvk realli fkjazvk943 badli fuck advancedwarfar
1,😢 nypdmutini 😞 nypd 😕 feel 😟 show cute real sure 😪 citizen safe
0,spin qguzhhtxa4 today pull oop interest qguzhhtxa
0,liter good internationalharrystylesday hurt harri heart person
0,😂 would think 🙌 wonder x7rbgh13zk shit ever
0,normal peopl what 1ty3hemkw1
0,long tast purpos
0,these allman monday stormi brother amaz gottalisten gcaqwt gcaqwt2a50 guy band
0,craft pleas fit aw58sifjff guid zwx1w60miu
1,park fa0ypoyosx ironi obvious park ticket meter forgot
0,
0,sometim barf peopl feel grace like vomit
0,dinner crowd funni
0,review
1,like much soooo sound
1,ierz24gyw sarcasm lot next coyot great help list year ierz here choic
1,player wothdoxxem money protest donat come colleg polic sure sarcasm kill support
0,nice babe xma hope
0,love hang
0,friday
0,forward look year
1,sweet
0,like wish said
1,shock
0,blog pinterest lblogger triedandtru realli 6e4lh0wjjj that work myfairdaili check lifestyl pin post latest
0,possibl twice idea pass today tear break nighter surviv go least librari
0,sarcasm much
1,erickson know well
1,without ironi cast extra peopl nobodi would give tosh none break made work support
0,clinton rule lord power 32ao1g9h5v world bush wasp merci nation famili elxn2016
1,chelsea blue watch sarcasm cours
0,🔥 thi getlift x9zj0unhzl fire gone 24th
1,monday pblogger mblogger happi sarcasm
0,prime foreign discuss minist notci vo8qmlp1gv affair mep lebanon committe
1,sometim skip repli odin toward greet love sarcasm
1,retrogam upstair ironi issu theme ring plumb mario super goe phone tune
1,some nobel readi twitter cite alert proof wrong media sarcasm prize evolut
0,chase hous though
0,pblex cpjzkegne7 q2wb7riavk pay verizon tcot sprint cpjzkegn pblex7owex smartphon folloback
1,door sarcasm cube bestcoworkersev
1,ironi read paycoin paid bias talk behavior articl
1,life begin ironi use execut command person
0,edg right toward hmmm interest side hopethathelp favour juri
1,love what morn
1,easili make clip well watch drive compos rescor gkcyrulcpm
0,stare relax look boob heart
0,fact color stitch rifl name guard plu stitch
0,👍 aroma 😍 slight tast
0,amen
1,issu scoreboard mayb reach sarcasm latest
0,springsteen just shudder bruce flashback
1,push peopl read twitter
0,thirst bruh make grenad settl
1,spend throw ideal morn christma
1,mate great se
1,freez rain love
0,still friend need chang time
0,sleep go
0,when smile pick girl yellow teeth like linez
1,name last good toledo sarcasm night made
1,scaveng 1place hadfun 7million like neverboxingdayshoppingagain lakesid
1,religion unfound
0,server spam fail 1999 yescrack v5o2vuyh7t busi come
1,know nice back sarcasm mine everyon
1,sarcasm thank tell help
0,australia come sleep need geek orionlaunch
1,self lcfc nice dwight usual normal sarcasm york imparti villalovein astlei
1,😃 great gonna
1,wait alway ifyouknowwhatimean sarcasm work
0,beer also enjoy go
1,ironi 😂 tell snap funnyguy
1,ottawa fratboy act ironi sidney rapist tcot peshawar societ killer rogu jihadi symbol flaw deeper
0,birthday august
0,realli today fuckin tequila pay
0,😢 memori last feel sorri i3fik1k6ek still 😭 night
1,fiber get coffe worth
1,social just state politician diploma anoth art need degre scienc liber greensfail
1,keep ericgarn offic choke hold fall tri sarcasm forward
0,wait irish ticket fan imposs
1,holiday jjisvrsagi ottawa litr happi
1,white ironi fact racial think prone univers actual
1,funni 😅
0,someth winter legendari break need
0,good memphi delirium toffe effervesc wh6pdrnr8a drink nocturnum pint prune photo dram
0,ironi class cultur argu ignor continu iajhixsobb compet happen face
